url,data,like
https://yellotalk.co/yell/67611897,ขอดู🍼หน่อยค้าบ,0 0
https://yellotalk.co/yell/67611898,อยากมีเพื่อนคุยเม้านิยายเก เห้ออ,0 0
https://yellotalk.co/yell/67611899,แต่งนิยายชญ หรือวายดี แบบไหนยาก,4 1
https://yellotalk.co/yell/67611900,ชอบคนหล่อแบบทิมครูซ หาได้ที่ไหน,0 0
https://yellotalk.co/yell/67611901,คุยกัน 00.40 จะนอนละ555555555,3 0
https://yellotalk.co/yell/67611902,ใครชอบปล่อยให้รอกูเฟดตัวออกเลย เรื่องไรกูต้องเป็นคนรออะ,4 0
https://yellotalk.co/yell/67611903,มีใครอยากด่ากูไหม,4 0
https://yellotalk.co/yell/67611904,ชอบลูกครึ่งหล่อๆอะ หาได้จากไหน,0 0
https://yellotalk.co/yell/67611905,Pes1-1กันบ่,2 0
https://yellotalk.co/yell/67611907,ไม่อยากเป็นคนคุย อยากเป็นแฟนเลยอ่ะ ได้ป้ะ,0 0
https://yellotalk.co/yell/67611908,มึงกูเหมือนเลยวัยอบากมีความรักเเล้วอะ กูไม่อยากคุยกับใครเลย,7 0
https://yellotalk.co/yell/67611909,พวกลงรูปในเฟซบุ๊กในวันเกิดตัวเองทำไมต้องโพสเลขบัญชี ขอทานออนไลน์หรอ,15 0
https://yellotalk.co/yell/67611910,หาคนรับหิ้วตลาดโดม ขอคนที่เลือกผักเป็น,0 0
https://yellotalk.co/yell/67611911,ป้ายยาหองบไม่เกิน3000ทีค่า ไม่เอาติดลม / เอกมณี / โชคดีงับ(โชคดีเต้ม),5 1
https://yellotalk.co/yell/67611913,มีใครรับหิ้วพี่นภาตอนนี้มั้ย,1 0
https://yellotalk.co/yell/67611914,ญญ onsss,0 0
https://yellotalk.co/yell/67611915,รัชดาเหงามากครับ  หาfwb หรือons  ยาวๆๆ,0 0
https://yellotalk.co/yell/67611918,ไม่เคยบีบเจลหล่อลื่นเยอะขนาดนี้ แล้วคือฟินมาก😭😭😭,18 0
https://yellotalk.co/yell/67611919,ไล่ไปนอนหน่อย,1 0
https://yellotalk.co/yell/67611921,ส่งต่อเครื่องเลเซอร์ขน Parin 900 (กล่องครบ อุปกรณ์ครบ เหลือเกือบ6แสนช็อต สภาพแทบจะ100% ใช้น้อยมากก),5 0
https://yellotalk.co/yell/67611922,รู้สึกแย่แหละ แต่ว่าช่างแม่ง,4 0
https://yellotalk.co/yell/67611923,อยากกินของหวาน ร้านไหนยังเปิดอยู่บ้างคะ🥹🥹🥹,0 0
https://yellotalk.co/yell/67611924,อยากมีแฟนนะ แต่ไม่ชอบตอบแชท แอ้แงง55555555555,2 0
https://yellotalk.co/yell/67611926,"🫧 POD หัวละ 90.- 🚨
-Marbo
-Infy Plus
-Pop up Max
-Relx
-Cliq 5%
หัวพอต SALE 75.-
5000 คำ 150.-
6000 คำ 160.-
📌 วินส์ตัน หน้าโฮมสวีท",1 0
https://yellotalk.co/yell/67611927,ทำไมได้ยินเสียงผู้ชายแล้วมันชุ่มชื่นหัวใจ,2 0
https://yellotalk.co/yell/67611928,ป้าแมวเปิดมั้ยครับ,1 0
https://yellotalk.co/yell/67611929,เหล้ากับบุหรี่และกี  ติดอะไรมากกว่ากัน,4 0
https://yellotalk.co/yell/67611930,นอนกี่โมงดีล่ะคืนนี้ แม่ย้อย,0 0
https://yellotalk.co/yell/67611935,หาคนนัด สนใจจจ เฟส Fah_Plaifa,0 -1
https://yellotalk.co/yell/67611936,มีใครไม่ได้กยศ.งวด2บ้าง,4 0
https://yellotalk.co/yell/67611937,เท่าที่ไหวแค่ไหนแค่นั้น,0 0
https://yellotalk.co/yell/67611938,แสบมือนอนไม่หลับทรมาน,0 0
https://yellotalk.co/yell/67611939,กูจะบ้าตายกับการซื้อของใน live สด พูดอยู่ได้ไม่ปักตระกร้าสักที,0 0
https://yellotalk.co/yell/67611940,🍼 ให้นกส้ม,34 0
https://yellotalk.co/yell/67611941,คบกับแฟนมาเกือบ3เดือน ไม่เคยรู้จักใครในชีวิตของแฟน สรุปเราเป็นแฟนกันมั้ย หรือว่าเวลามันสั้นเกินไปที่เขาจะพาเราไปแนะนำให้เพื่อนๆหรือครอบครัวเขารู้จัก,5 0
https://yellotalk.co/yell/67611942,ใครรับหิ้วหมาล่าพี่มิ้วบ้างคะ,0 0
https://yellotalk.co/yell/67611943,คนใหม่ใช่คนที่แกบอกแค่เพื่อนมั้ยๆๆ,0 1
https://yellotalk.co/yell/67611944,คุยกานๆ,0 0
https://yellotalk.co/yell/67611945,หมี่ไก่ฉีกพร้อมส่งงับเตง! 🌟,1 0
https://yellotalk.co/yell/67611946,เรานัดเน้ดมา 3-4 ละ ตอนนี้หยุดละอยากมีแฟน,0 0
https://yellotalk.co/yell/67611947,ขอเบอร์รถตู้ไปลงหมอชิตหน่อยงับ,0 0
https://yellotalk.co/yell/67611948,กูเห็นอะไร กูก็ถาม… พอกูถาม ก็หาว่ากูหาเรื่อง  คือทั้ง ๆ ที่กูแค่ถาม มึงก็แค่ตอบตามความจริง มันยากมากเลยอ่อ ตอนทำทำได้ แต่ตอนพูดความจริงในสิ่งที่ทำกลับพูดไม่ได้ ทำหัวเสีย…. กลบเกลื่อนความผิดหรอ,0 0
https://yellotalk.co/yell/67611949,โปส ผช งานดีมั้ย,9 0
https://yellotalk.co/yell/67611950,หา ญ คนคอลนอนค้าบ,0 0
https://yellotalk.co/yell/67611952,อยากถามน้องแมวส้มที่อยู่หออัมพรหรือลานสบายน้องไปไหนแล้วหรอคะหรือมีคนรับไปเลี้ยงแล้วพอดีไม่เจอแล้วแอบเป็นห่วง,2 0
https://yellotalk.co/yell/67611953,ใครอยู่ตี๋น้อยบางกินไม่หมดช่วยด้วย🥲🥲,0 0
https://yellotalk.co/yell/67611954,ไม่ใส่ถุงแล้วแฟนเสร็จเร็วมากแบบมาก นอยด์,4 0
https://yellotalk.co/yell/67611956,แถวมอมีคลินิกจัดฟันแนะนำไหม,0 0
https://yellotalk.co/yell/67611957,กูพูดได้ป่ะ จะทัวร์ลงก็เรื่องของแม่งเหอะ  แต่กูอยากแหวกสมองผชในเยลหลายๆคนมาก (เห็นคำว่าหลายๆคนก็อย่าโง่คิดว่าเหมารวมอีกละ)  ว่าทำไมดูคิดวิเคราะห์แยกแยะไม่ได้เลย คอมม่อนไม่มี มันแบบโอ้ย,5 3
https://yellotalk.co/yell/67611958,ตอนมีซัมติงผชไม่ส่งเสียงไรเลยแม่ จะรู้ได้ไงว่าเค้าพอใจไม่พอใจอะ,29 0
https://yellotalk.co/yell/67611959,หมีชหาคนคอลนอนนับแกะงับ,13 0
https://yellotalk.co/yell/67611960,อยากขายผักสลัด สลัดโรล สลัดซีซาร์ว่ะ เเวะมาซื้อดิ้,1 0
https://yellotalk.co/yell/67611961,หาคนคุย หมี ญ จีหลุม,3 0
https://yellotalk.co/yell/67611962,k56 หาซื้อถุงยางที่ไหนกัน,1 0
https://yellotalk.co/yell/67611963,"น้ำ🍃ยันยัน 28รสชาติ ส่งฟรีงับ🛺🧪
เข้ม/หวาน สั่งได้งับ ลค.ใหม่ลด20%
*‼️สะสมครบ10ครั้ง รับฟรี1ขวด📌",1 0
https://yellotalk.co/yell/67611964,หาคนไปส่งในตัวเมืองครับ,0 0
https://yellotalk.co/yell/67611965,คสพ.ที่ทำให้เหนื่อย ปวดหัว มันควรพอได้แล้วถูกป้ะ เห้อ ทำไมแกถึงไม่ชัดเจนสักทีวะว่าแกวางเราไว้เป็นอะไรในความสัมพันธ์ แค่เพื่อนก็บอกมาได้มั้ยว่าแค่เพื่อน เหนื่อยจะเดาแล้วนะเว้ย,0 0
https://yellotalk.co/yell/67611966,ไฟติ้กต้อก ลืมตอบกี่วันหายอะ ลืมตอบไปวันนึงจะหายไหม เครียดอ่า แง เก้บมาต้้งนาน😭😭😭,8 0
https://yellotalk.co/yell/67611967,หว่า โดนบล้อคเฉยยย,2 0
https://yellotalk.co/yell/67611968,ช้างมีใครได้กลิ่นธูปปะ,0 0
https://yellotalk.co/yell/67611969,เห็น คู่แฟนคู่หนึ่ง ใน tiktok อิจฉาผู้หญิงมาก แฟนเขาใส่ใจ ง้อตลอด นอยนิดหน่อยไม่ปล่อยผ่านเลย หน้าตาก็สเปคเราเลย ทำไมไม่เจอแบบนี้บ้างง,0 0
https://yellotalk.co/yell/67611970,ทุกวันนี้คนในเน็ตก็ยังคิดว่ากูเป็นผช. คือว่าผมน่ะนะ🥹,0 0
https://yellotalk.co/yell/67611971,หาเพื่อนเล่นเกมอ่านหนังสือนอนหลับโทรตอนเหงาคุยตลกๆถามเรื่อยเปื่อย,6 0
https://yellotalk.co/yell/67611973,พรุ่งนี้หวยออก แมวกดให้144 อีกตัวให้ 44 ต้องมาละมั้ง,0 0
https://yellotalk.co/yell/67611974,ทำไมบางคนต้องระแวงกลัวคนอื่นด่าตัวเองนินทาตัวเองอยู่ตลอดเวลาอ่ะ,4 0
https://yellotalk.co/yell/67611975,เหงาเว้ยยยย,0 0
https://yellotalk.co/yell/67611976,คุยเสียวเป็นยังไงหรอครับ,0 0
https://yellotalk.co/yell/67611978,เฌอเอมมิสแกรนด์นี่เขาเก่งมากหรอ เห็นผ่านๆมีแต่คนอวยเยอะเลย,9 0
https://yellotalk.co/yell/67611979,lgbtq แม่งเป็นแต่เกิดได้จริงๆนะ คือกุรู้ตัวว่าชอบผญ.ตั้งแต่อนุบาลอะ,18 0
https://yellotalk.co/yell/67611980,เพิ่งสังเกตว่าตัวเองเปลี่ยนไป ตั้งแต่มาอยู่ที่นี่ จากคนที่ไม่กลัวอะไร กลายเป็นคนที่รู้สึกตื่นเต้นและกลัวไปหมด,11 13
https://yellotalk.co/yell/67611982,หาสาวเข้าดิสคับ เหงาๆ,0 0
https://yellotalk.co/yell/67611983,"บ้านว่างให้เช่า มบ.เซนสิริ หลังมอเกษตร ศรีราชา
🌿 ทาวน์เฮ้าส์ 2ชั้น 3นอน 3น้ำ
-แอร์ 3 เครื่อง
- ทีวี
- ตู้เย็น
- โต๊ะทานข้าว
- เตียง + ฟูก 3
- ตู้เสื้อผ้า 3 
- โซฟา
- ซิงค์ล้างจาน
- ปั๊มน้ำ",0 2
https://yellotalk.co/yell/67611985,รับหิ้วเซเว่นวงับ ส่งระแวงหอป้าแพรว หอโชค,2 0
https://yellotalk.co/yell/67611986,เหงาา,0 0
https://yellotalk.co/yell/67611987,ทำไมกูไม่เจอคนดีๆบ้างวะ,0 0
https://yellotalk.co/yell/67611988,ไรเดน c0 ปาด 200k+ สักที พอใจละ555,5 0
https://yellotalk.co/yell/67611989,มีใครเคยขอเพิ่มวงเงิน spay later ช็อปปี้บ้าง ที่ต้องยื่นฟอร์มเครดิตบูโรให้ อยากรู้ต้องรอกี่วันถึงรู้ผล หรือตามที่มันแจ้งเลย 7 วัน,5 0
https://yellotalk.co/yell/67611990,คนในนี้เคยคบกับแฟนมากสุดกี่ปี แล้วทำไมเลิกกัน,4 1
https://yellotalk.co/yell/67611991,ตัวเอกย้อนเวลากลับไปแก้ไขอดีต ที่เคยทำตัวไม่ดี เกเรตอนเรียน กลับไปตั้งใจเรียนอีกครั้ง แต่ยมทูตบอกว่าย้อนกลับไปรู้ใช่มั้ยสุดท้ายพ่อแม่ก็ต้องจากไปอยู่ดี แต่ตัวเองบอกอย่างน้อยให้พวกเขามีความสุข,4 2
https://yellotalk.co/yell/67611992,พวกไอโฟนมือสอ มีโอกาสใช้ยาวๆได้ปะ,6 0
https://yellotalk.co/yell/67611993,หาสาวคุยดิสคับ เหงาๆ,0 0
https://yellotalk.co/yell/67611994,เอางี้นก8ตึกb ใครได้ยินเสียงเหมือนกันบ้าง5555,7 0
https://yellotalk.co/yell/67611995,จะกลับบ้านตจวเอาคอมกลับยังไงดี,17 0
https://yellotalk.co/yell/67611996,มีแต่คนปึแหลก,0 0
https://yellotalk.co/yell/67611997,การอยู่คนเดียวบางทีอาจจะดีนะ ผช แม่งตอแหลเกิน,4 0
https://yellotalk.co/yell/67611998,สุดท้ายแล้ว ถ้าวันหนึ่งส่างแค้นแล้ว ชีวิตเราจะทำยังไงต่อ.,0 0
https://yellotalk.co/yell/67611999,คุยการลงทุนกันนน ส่วนตัวเราเป็นสายไอที,0 0
https://yellotalk.co/yell/67612003,ข้าวค้มบลูอร่อยไหม,3 0
https://yellotalk.co/yell/67612004,เทสสส,1 0
https://yellotalk.co/yell/67612005,ขายเบอร์เงินค่าา เบอร์ละ 5฿ ถูก 2 ตัวล่างรับ 200,2 0
https://yellotalk.co/yell/67612006,แตกสลายยังไม่พออีกอ่อ,1 0
https://yellotalk.co/yell/67612007,ชอบคนนึงมากนี่ก็แอคอะไรไม่รู้ เจอหน้าก็ไม่กล้ามอง เงียบกริ้บ แต่ชอบมากจะบ้ารอเขามาดูสตอรี่ทุกวัน แต่เวลาเขาคุยกับนี่ก็แอบยิ้มคือมีใจยัง แล้วจีบเขาไงดีดูเป็นคนขี้เขินทั้งคู่เลยอ่ะ แล้วเป็นงี้มาเป็นเดือน,0 0
https://yellotalk.co/yell/67612008,คิดยังไงกับคนไทยคลั่งขาว คนขาวก็บอกดูเหมือนอาบน้ำมา18ล้านรอบ ทำให้ใครๆก็พากันอยากขาวงี้ ละคนผิวแทนอยากดูสะอาดอาบน้ำ18ล้านรอบบ้างต้องแบบไหน,6 1
https://yellotalk.co/yell/67612009,หลับกันหมดละหรอ,6 0
https://yellotalk.co/yell/67612010,ทำไมคนเราถึงอยากเปลี่ยนเพศจากสภาพเพศเดิมตัวเองอะ เพราะอะไร ทำไมเกิดมาเป็นช แล้วไม่เป็นช,8 0
https://yellotalk.co/yell/67612011,นับถือคนหางานแล้วยังไปเที่ยวได้ ทางนี้เครียดหมกตัวอยุ่แต่ในบ้าน😅,5 0
https://yellotalk.co/yell/67612012,พึ่งรู้ว่าสถานะคนคุยมีแค่ที่ไทย ที่อื่นชอบ >> เดท >> คบ เพราะ คบกันคือสถานะคุยเพื่อคบหาดูใจ,4 1
https://yellotalk.co/yell/67612013,กูคิดถึงเพื่อนกูคนนั้นแต่ทำไรไม่ได้แล้วโชคดีนะ,2 1
https://yellotalk.co/yell/67612015,มีใครไม่ชอบกลิ่นหงส์ไทยเหมือนกันมั้ย นี่ได้กลิ่นแล้วปวดหัวเลย,1 0
https://yellotalk.co/yell/67612017,จีบเราหน่อยครับ เราเด้งเหมือนหมูเด้งเลยนะ,4 0
https://yellotalk.co/yell/67612021,มีใครรับหิ้วมั้ย หอสมุด,3 0
https://yellotalk.co/yell/67612022,กูเริ่มนอยล่ะ,0 0
https://yellotalk.co/yell/67612023,ช่วยหน่อยค่ะ,3 0
https://yellotalk.co/yell/67612024,ถ้าส่ง LINE MAN ทำไมแพงจัง,2 0
https://yellotalk.co/yell/67612025,มีใครอยู่กับคนเมากัญชาป่ะตอนนี้,4 0
https://yellotalk.co/yell/67612026,จีบได้นะคะ ขี้งอนกว่าหนูไม่มีอีกแล้วค่ะ,5 0
https://yellotalk.co/yell/67612027,โอ้ยเมาชิบหาย,3 0
https://yellotalk.co/yell/67612028,มีใครหาค่าขนมบ่,0 0
https://yellotalk.co/yell/67612030,อ๋ยยยยอ่านหนังนือวิชานี้แล้วแบบ อยากร้องให้ จะรอดไหมเนี่ย Midterm 😪,0 0
https://yellotalk.co/yell/67612032,แซฟฟิกอยากลอง ค.,3 0
https://yellotalk.co/yell/67612033,เกลียดแฟนเก่าของแฟนเพราะเรื่องที่เขาเคยทำกับแฟนเราอะ,0 0
https://yellotalk.co/yell/67612034,อิจฉานกส้ม,4 0
https://yellotalk.co/yell/67612035,หา รับหิ้ว 7-11 ค้าบ,0 0
https://yellotalk.co/yell/67612036,คุยจีบๆกันค่า,5 0
https://yellotalk.co/yell/67612038,ตัวเองเล่นเยลมั้ยคะ มาคุยกับเค้าในนี้ก่อนได้มั้ย เขินจาบ้า หน้าดุ ๆ นิ่ง ๆ มันถุดใจมาด แงงง กุไม่กล้าทักไปจีบเขาาา,5 0
https://yellotalk.co/yell/67612039,ชอบเกย์อะค่ะ 😔🥹,0 0
https://yellotalk.co/yell/67612040,กูเล่นลิเลียน่าไม่ได้ซักที หงุดหงิดว่ะ555555555,0 0
https://yellotalk.co/yell/67612041,ใครมีอาชีพเสริม ทำอะไรกันบ้างฮะ,4 0
https://yellotalk.co/yell/67612042,เพลงที่เคยฟังในตอนนั้นที่เคยบอกว่ามันไม่เศร้าแต่ตอนนี้กลับมาฟังมันโคตรเศร้าเลยคงเพราะความรู้สึกในตอนนี้กับเมื่อก่อนมันคนละอย่างกัน,0 0
https://yellotalk.co/yell/67612043,ลองคุยกันจริงจังไหมครับ หาญ.นะ ขออยู่กทม.แบบไปไหนมาไหนกันได้บ้าง หมีช. 25 ทำงานแล้ว,0 -1
https://yellotalk.co/yell/67612044,ยันหว่างมี อพช ไหม,0 0
https://yellotalk.co/yell/67612045,ถ้าชอบคนบ้าให้จีบเรา🩷🩷♥️🤟🏼,0 0
https://yellotalk.co/yell/67612046,คอลกันมั้ยคะ,3 0
https://yellotalk.co/yell/67612048,"หมูปิ้งโบราณปลาร้าแซ่บนัว🤤
ซี่โครงย่างเปื่อยๆ เนื้อย่างลุยไฟ หมูแดดทอดโรยเจียว 
ข้าวผัดเนื้อ,แหนม,ไข่ แหนมย่าง ไส้อั่วย่าง เนื้อผัดกระเทียม, น้ำมันหอย📣",1 0
https://yellotalk.co/yell/67612049,หา0 …n….s…,0 0
https://yellotalk.co/yell/67612052,หายไป2วันไม่อ่านไม่ตอบคือโดนเทละใช่ป่ะ,1 0
https://yellotalk.co/yell/67612054,คนที่ติดเงินคนอื่นมั่วไปหมดเค้าเอาไปไหนวะ แบบยืมคนนี้ไปโปะคนนั้น แล้วนิสัยยืมเงินติดเงินคือเลิกไม่ได้ด้วย,22 0
https://yellotalk.co/yell/67612055,มึงเป็นกันปะ แบบไม่ได้เอาใครไว้ในเพลงนะแต่บางเพลงเปิดขึ้นมาก็จะนึกถึงคนๆนึงเสมอ,13 2
https://yellotalk.co/yell/67612056,ตอนที่เศร้าและต้องการให้เพื่อนมาปลอบใจ เขาคนนั้นหายไปไหน ตอนเขามีปัญหาเราจะเป็นคนแรกที่คอยช่วย แต่พอเรามีปัญหาอยากแค่ให้เขามาปลอบ เขากับนิ่งเฉย นิสินะเพื่อนแท้,1 0
https://yellotalk.co/yell/67612057,หาโพสที่ให้เช่ากล้องโพลารอยด์,0 0
https://yellotalk.co/yell/67612058,เตือนภัย #ญญ ระวังมีคนมีหลอก,4 0
https://yellotalk.co/yell/67612059,อยากกินพี่นภาใครรับหิ้วบ้างงง,1 0
https://yellotalk.co/yell/67612060,วันเกิดเราแฟนไม่มีอะไรให้เลย ทั้งของขวัญทั้งเค้กเราควรทำไง แต่เพิ่งคบกัน,37 0
https://yellotalk.co/yell/67612061,กุกำลังชมคู่รักคู่อื่น แฟนกุพูดว่า เรื่องของเขา จบ จบ กุเบื่อ,1 0
https://yellotalk.co/yell/67612062,อาวีป้ะ ไม่ซี สมองไหลแล้ว,22 0
https://yellotalk.co/yell/67612063,อยากได้เงินหมื่นค่า,0 0
https://yellotalk.co/yell/67612064,หาหูฟังคั้บ แบบไหนก้ด้่ยยยย,5 0
https://yellotalk.co/yell/67612065,คือเราเปิดให้ถามคำถามในไอจี คนดูหลายร้อยไม่มีคนถามสักคน...,4 0
https://yellotalk.co/yell/67612066,ถ้าจะให้ร้านถ่ายข้อมูลมือถือให้ เค้าจะเห็นภาพลับเรามั้ย,9 0
https://yellotalk.co/yell/67612067,อยากได้กาจู๋มาเช้ดน้ำตาเส้าอะ🥲,15 0
https://yellotalk.co/yell/67612068,มีแต่คนบอกเดี๋ยวก็ชินกับการขับรถของคนที่นี่อยู่มาตั้งแต่เรียนจบจะ7ปีละยังไม่ชินเลยหนักกว่าเดิมอี๊ก,1 3
https://yellotalk.co/yell/67612069,มีร้านต่อขนตามาแนะนำค่าาา ราคาน่ารัก ต่อดี https://www.instagram.com/4eyelash_?igsh=NWdyam4ycmY0NWdj,1 0
https://yellotalk.co/yell/67612070,พนักงานเหมือนกำลังพากันออกทั้งบริษัท,0 0
https://yellotalk.co/yell/67612071,เข้ามาทำให้รู้สึกดีไม่พอเสือกมีหนุ่มอยู่เเล้วอีก กพส ร้ายจัด😞,1 0
https://yellotalk.co/yell/67612072,รามมีเกย์มั้ยคะ ชอบเกย์55555,1 0
https://yellotalk.co/yell/67612073,อยากได้เครื่องสำอาง 🥺,0 0
https://yellotalk.co/yell/67612074,ขออนุญาตสอบถามในแท็กนี้นะคะ เพราะไม่รู้ว่ามังงะ มันฮวา ต้องถามแท็กไหนดี คือเราพึ่งรู้ว่ามีรับเติมเหรียญของแอพเว็บตูนด้วย ซึ่งถูกกว่าเติมผ่านแอพโดยตรง อันนี้มันผิดกฏหรือเสี่ยงโดยแบนมั้ยคะ,3 0
https://yellotalk.co/yell/67612075,ลองคุยกันจริงจังไหมครับ ขออยู่กทม.แบบไปไหนมาไหนกันได้บ้าง หมีช. 25 ทำงานแล้ว,1 0
https://yellotalk.co/yell/67612076,อยากดูดวง18+อะ ช่วงนี้เงียบเหงาเกิน,7 0
https://yellotalk.co/yell/67612077,กล่อมหน่อยจะนอนละงับบบ,0 0
https://yellotalk.co/yell/67612080,อยากมีเกย์เป็นของตัวเอง,2 2
https://yellotalk.co/yell/67612082,คาเฟ่แถวมอ มีร้านไหนเงียบๆมั้ยงับ,0 1
https://yellotalk.co/yell/67612083,งง เขมจิราต้องรอด พ่อหมอสามารถมีอะไรกับชช ได้หรอ,11 1
https://yellotalk.co/yell/67612084,หาโพสที่ให้เช่ากล้องโพลารอยด์,0 0
https://yellotalk.co/yell/67612085,คิดถึงก็กลับมาน้าา เราไม่ว่าอะไรหรอก 🫶🏻🫶🏻,1 0
https://yellotalk.co/yell/67612086,แถวนี้มีคลินิกฉีดผิวมั้ยคะ,2 0
https://yellotalk.co/yell/67612087,หานัดมันยาก งั้นมาหาซื้อครับ,0 0
https://yellotalk.co/yell/67612088,"📣📣ใครสนใจบ้าน เซนสปอร์ต ให้เช่า 2 ชั้น 3 ห้องนอน 12,000 ค่า ใครสนใจเบอร์ติดต่อด้านล่างเลยค่า 📣📣",4 0
https://yellotalk.co/yell/67612089,อันนี้เห็นโพสเรามะ,4 0
https://yellotalk.co/yell/67612090,ตื่นมาเพื่อโดน off เสร็จก็นั่งเล่นจนมีคนโทรมาขอให้ขึ้นเวรแทน และเหลือเวลาแต่งตัวแค่ 30 นาที ควย,0 0
https://yellotalk.co/yell/67612091,พน.เริ่มงานวันแรก สู้ๆตัวเรา,2 0
https://yellotalk.co/yell/67612092,ใช่สิ เธอจะไปรู้อะไร เธอไม่ต้องทำวีซ่าเพราะเธิไปไหนก็ได้อยู่แล้ว นั่งเล่นminecraftไปวันๆไม่ต้องมานั่งเครียดแบบเรา,1 0
https://yellotalk.co/yell/67612094,หา ญ นัดคืนนี้คับ นนทบุรีรึใกล้ๆกัน,0 0
https://yellotalk.co/yell/67612095,เหงาเกินวันนี้,1 0
https://yellotalk.co/yell/67612096,อยากได้ไอจีไทเลอร์ สาธิต,0 0
https://yellotalk.co/yell/67612097,อยากมีเพื่อนคุยสัพเพเหระ ไม่ทะลึ่ง พากันคุยเรื่องไร้สาระ ไปเรื่อย,4 0
https://yellotalk.co/yell/67612098,ขอความร่วมมือคนที่ชอบใส่กำไลหรือสร้อยข้อเท้าที่มีเสียงกรุ้งกริ้ง คืออยากให้เปลี่ยนแปปนึง เพราะมันค่อนข้างรบกวนคนอื่นมากๆในตอนทำข้อสอบ ขอบคุณฮะ🙏🏻,2 5
https://yellotalk.co/yell/67612099,กูชอบฟังเพลงนั้นมาก แต่กูกลับไปฟังมันไม่ได้แล้วเพราะกดฟังทีไรนึกถึงเขาตลอดไม่ใช่แค่นึดถึงนะทั้งความรู้สึก บรรยากาศที่เคยมีกันแม่งกลับมาหมด,0 0
https://yellotalk.co/yell/67612100,วัยทำงานที่ไม่เกิน27 สุภาพ อบอุ่น มีมั้ยค้า 🥺,8 0
https://yellotalk.co/yell/67612101,อยากรับจ่ายค่าไฟ ค่านํ้าค่าทรศ ลด100บาท ที่ไหนดี,0 0
https://yellotalk.co/yell/67612103,มีคนจะคอล18+ตอนนี้ปะ ขอด่สวนๆ,8 0
https://yellotalk.co/yell/67612104,หาเพื่อนคุยเล่นครับ เรา 22 🙇🏻,10 0
https://yellotalk.co/yell/67612105,กูไปนวดหน้าที่ร้านเสริมสวยอิเจ้โพกครีมเอาผ้ามาปิดที่ตาแล้วก็หายไปนานจนกูหลับไป2ตื่นตื่นมาได้ยินเสียงประตู อิเจ้บอกกูว่าขอโทษนะน้องพี่ไปรับลูกมา😅,2 0
https://yellotalk.co/yell/67612106,แต่งหน้ายังไงกัน(หน้าบาน),1 0
https://yellotalk.co/yell/67612107,LOSERS,0 0
https://yellotalk.co/yell/67612108,อยากมีเพื่อนผญบ้างอ่า ทุกวันนี้ไม่มีเพื่อนคบ55555,2 0
https://yellotalk.co/yell/67612110,คอลนอนค่าา,0 0
https://yellotalk.co/yell/67612111,เกย์คนไหนยังไม่นอนบ้างครับ คุยกัน,0 0
https://yellotalk.co/yell/67612113,ที่ไหนมีร้านหนังไก่ทอดเปิดตอนช่วงเช้าบ้าง,0 0
https://yellotalk.co/yell/67612114,qa ครับ,4 0
https://yellotalk.co/yell/67612117,บรรยากาศมันดีซะจริงๆ,0 0
https://yellotalk.co/yell/67612118,หาตอกครับ,1 0
https://yellotalk.co/yell/67612119,คนคุยเก่าอยู่ๆก็ลงเพลงที่เราเคยลงแต่ลงตอนเลิกคุยแล้วนะ ทั้งๆที่ปกติลงแต่สากล แต่มันเป็นเบื่อเรา คิดว่ามันบังเอิญหรือตั้งใจ,0 0
https://yellotalk.co/yell/67612120,ปวดขี้ทุกวัน,0 0
https://yellotalk.co/yell/67612121,Dek69 จะเข้าสายนิติ/รัฐศาสตร์ ปิดเทอมนี้ควรเตรียมอะไรก่อนดีคะ,2 0
https://yellotalk.co/yell/67612122,คอลคุยกันก่อนนอนจีหลักหมีชงับ,0 0
https://yellotalk.co/yell/67612123,ฉีดมะเร็งปากมดลูกแนะนำฉีดกี่สายพันธ์ุดีคะ คือไม่รู้ส่วนใหญ่เลือกฉีดแบบไหนกัน,3 0
https://yellotalk.co/yell/67612124,ผชเป็นอะไรชอบจับนม ผัวกุจับไม่ปล่อยเลยแม่ง,2 0
https://yellotalk.co/yell/67612125,วันนี้นั่งbmบอสกลับบ้านละแบบเริ่มอยากได้ลำโพงจึ้ง ขับนุ่มมาก แต่แพงมากกกกกูไม่ไหว55555555555555,0 0
https://yellotalk.co/yell/67612126,หา ญ คุยไอจีหลุมครับ หมีกทม.,1 0
https://yellotalk.co/yell/67612127,Q&A กัน,4 0
https://yellotalk.co/yell/67612130,ฉีดมะเร็งปากมดลูกแนะนำฉีดกี่สายพันธ์ุดีคะ คือไม่รู้ส่วนใหญ่เลือกฉีดแบบไหนกัน,7 0
https://yellotalk.co/yell/67612131,อยากมีหมาเด็ก😞เป็นของตัวเอง,4 0
https://yellotalk.co/yell/67612132,คอลนอนไหมคะ,3 0
https://yellotalk.co/yell/67612134,อยากกินตอนนี้จะอ้วนไหมคะคือหิวมาก,3 0
https://yellotalk.co/yell/67612135,ปานี้มีไรเดอร์วิ่งอีกปะ เนือยๆ,1 0
https://yellotalk.co/yell/67612136,เพิ่งได้ดูคลิปตัดหัวนม ของกลุ่มเกาหลีที่เคยเป็นข่าว โคตรสุด น่ากลัว,13 0
https://yellotalk.co/yell/67612137,วันนี้มหาเปนไง,0 0
https://yellotalk.co/yell/67612138,มาคอลกันหมีญ,2 0
https://yellotalk.co/yell/67612139,อยากอ้อนเกย์ 🥺,7 1
